subject,block_type,block,trial, left_person,left_person_fruit,left_person_wear, right_person,right_person_fruit,right_person_wear, ch_person,ch_fruit,ch_wear,keypress1, rt1, exp_value_ch_fruit, reward_fruit, exp_value_ch_wear, reward_wear, keypress2, rt2, keypress3, rt3,first_product,second_product, fruit_location,exp_value_fruit1,exp_value_fruit2,wear_location,exp_value_wear1,exp_value_wear2,iti
999.000000,train,1.000000,1.000000, 3.000000,2.000000,1.000000 ,2.000000,2.000000,2.000000 ,2.000000,2.000000,2.000000 ,k,1104.513700 ,0.298478,0.000000,0.773353,1.000000 ,s,656.426700,k,461.227000 ,fruit,wear,left ,0.716970,0.298478,right ,0.235311,0.773353,1.000000
999.000000,train,1.000000,2.000000, 1.000000,1.000000,1.000000 ,3.000000,2.000000,1.000000 ,nan,nan,nan ,nan,nan ,nan,nan,nan,nan ,nan,nan,nan,nan ,nan,nan,nan ,0.712612,0.306958,nan ,0.231944,0.759817,1.000000
999.000000,train,1.000000,3.000000, 4.000000,1.000000,2.000000 ,1.000000,1.000000,1.000000 ,nan,nan,nan ,nan,nan ,nan,nan,nan,nan ,nan,nan,nan,nan ,nan,nan,nan ,0.710691,0.322325,nan ,0.244752,0.753884,1.000000
999.000000,train,1.000000,4.000000, 1.000000,1.000000,1.000000 ,3.000000,2.000000,1.000000 ,1.000000,1.000000,1.000000 ,s,401.242500 ,nan,nan,0.201177,0.000000 ,k,466.887300,nan,nan ,wear,fruit,right ,0.706534,0.343750,right ,0.201177,0.742800,1.000000
999.000000,train,1.000000,5.000000, 3.000000,2.000000,1.000000 ,1.000000,1.000000,1.000000 ,1.000000,1.000000,1.000000 ,k,558.031600 ,0.696867,1.000000,0.203563,0.000000 ,s,2070.838300,s,431.860700 ,fruit,wear,left ,0.696867,0.373877,left ,0.203563,0.733452,1.000000
999.000000,train,1.000000,6.000000, 4.000000,1.000000,2.000000 ,1.000000,1.000000,1.000000 ,1.000000,1.000000,1.000000 ,k,647.657000 ,0.695633,0.000000,0.203286,0.000000 ,s,675.136600,s,510.979700 ,wear,fruit,left ,0.695633,0.367385,left ,0.203286,0.733037,1.000000
999.000000,train,1.000000,7.000000, 2.000000,2.000000,2.000000 ,4.000000,1.000000,2.000000 ,4.000000,1.000000,2.000000 ,k,836.818100 ,0.680962,1.000000,0.723755,1.000000 ,s,629.969500,s,492.320400 ,wear,fruit,left ,0.680962,0.373012,left ,0.205511,0.723755,1.000000
999.000000,train,1.000000,8.000000, 3.000000,2.000000,1.000000 ,2.000000,2.000000,2.000000 ,2.000000,2.000000,2.000000 ,k,923.713000 ,0.412021,1.000000,0.751852,1.000000 ,k,758.368600,k,640.086500 ,fruit,wear,right ,0.701468,0.412021,right ,0.220842,0.751852,1.000000
999.000000,train,1.000000,9.000000, 1.000000,1.000000,1.000000 ,3.000000,2.000000,1.000000 ,1.000000,1.000000,1.000000 ,s,800.021600 ,0.686097,1.000000,0.213502,0.000000 ,k,453.297900,s,550.727300 ,fruit,wear,right ,0.686097,0.407009,left ,0.213502,0.769720,1.000000
999.000000,train,1.000000,10.000000, 2.000000,2.000000,2.000000 ,3.000000,2.000000,1.000000 ,3.000000,2.000000,1.000000 ,k,797.265000 ,0.417641,0.000000,0.189942,0.000000 ,k,277.532300,s,382.917100 ,fruit,wear,right ,0.673401,0.417641,left ,0.189942,0.760904,1.000000
999.000000,test,1.000000,1.000000, 2.000000,2.000000,2.000000 ,4.000000,1.000000,2.000000 ,2.000000,2.000000,2.000000 ,s,1781.691600 ,0.298478,1.000000,0.773353,0.000000 ,s,1133.011100,s,565.202700 ,fruit,wear,left ,0.716970,0.298478,left ,0.235311,0.773353,1.000000
999.000000,test,1.000000,2.000000, 3.000000,2.000000,1.000000 ,2.000000,2.000000,2.000000 ,2.000000,2.000000,2.000000 ,k,1284.676900 ,0.306958,1.000000,0.759817,1.000000 ,s,655.292300,s,325.093000 ,wear,fruit,left ,0.712612,0.306958,left ,0.231944,0.759817,1.000000
999.000000,test,1.000000,3.000000, 2.000000,2.000000,2.000000 ,4.000000,1.000000,2.000000 ,2.000000,2.000000,2.000000 ,s,2277.149400 ,0.322325,0.000000,0.753884,1.000000 ,s,322.292100,s,325.280200 ,fruit,wear,left ,0.710691,0.322325,left ,0.244752,0.753884,1.000000
999.000000,test,1.000000,4.000000, 2.000000,2.000000,2.000000 ,3.000000,2.000000,1.000000 ,2.000000,2.000000,2.000000 ,s,726.302800 ,0.343750,0.000000,0.742800,1.000000 ,k,242.684500,s,308.803500 ,fruit,wear,right ,0.706534,0.343750,left ,0.201177,0.742800,1.000000
999.000000,test,1.000000,5.000000, 1.000000,1.000000,1.000000 ,3.000000,2.000000,1.000000 ,3.000000,2.000000,1.000000 ,k,1134.112200 ,0.373877,0.000000,0.203563,0.000000 ,k,448.255800,s,259.280200 ,wear,fruit,left ,0.696867,0.373877,right ,0.203563,0.733452,1.000000
999.000000,test,1.000000,6.000000, 1.000000,1.000000,1.000000 ,4.000000,1.000000,2.000000 ,1.000000,1.000000,1.000000 ,s,734.613400 ,0.695633,1.000000,0.203286,0.000000 ,s,855.387600,k,248.301800 ,fruit,wear,left ,0.695633,0.367385,right ,0.203286,0.733037,1.000000
999.000000,test,1.000000,7.000000, 1.000000,1.000000,1.000000 ,4.000000,1.000000,2.000000 ,1.000000,1.000000,1.000000 ,s,1909.373200 ,0.680962,0.000000,0.205511,0.000000 ,k,615.720400,k,337.052900 ,fruit,wear,right ,0.680962,0.373012,right ,0.205511,0.723755,1.000000
999.000000,test,1.000000,8.000000, 4.000000,1.000000,2.000000 ,1.000000,1.000000,1.000000 ,4.000000,1.000000,2.000000 ,s,696.515700 ,0.701468,1.000000,0.751852,1.000000 ,k,465.346500,k,558.904700 ,wear,fruit,right ,0.701468,0.412021,right ,0.220842,0.751852,1.000000
999.000000,test,1.000000,9.000000, 2.000000,2.000000,2.000000 ,3.000000,2.000000,1.000000 ,2.000000,2.000000,2.000000 ,s,1064.631900 ,0.407009,0.000000,0.769720,1.000000 ,s,302.154700,s,347.126300 ,wear,fruit,left ,0.686097,0.407009,left ,0.213502,0.769720,1.000000
999.000000,test,1.000000,10.000000, 1.000000,1.000000,1.000000 ,4.000000,1.000000,2.000000 ,4.000000,1.000000,2.000000 ,k,785.487800 ,0.673401,1.000000,0.760904,1.000000 ,s,980.690200,k,335.631300 ,wear,fruit,right ,0.673401,0.417641,left ,0.189942,0.760904,1.000000
999.000000,test,1.000000,11.000000, 4.000000,1.000000,2.000000 ,1.000000,1.000000,1.000000 ,4.000000,1.000000,2.000000 ,s,954.850900 ,0.656285,1.000000,0.765639,1.000000 ,k,436.522900,s,431.177700 ,fruit,wear,right ,0.656285,0.420584,left ,0.225410,0.765639,1.000000
999.000000,test,1.000000,12.000000, 1.000000,1.000000,1.000000 ,4.000000,1.000000,2.000000 ,4.000000,1.000000,2.000000 ,k,723.827400 ,0.620200,0.000000,0.734064,1.000000 ,s,560.526800,k,405.829000 ,wear,fruit,right ,0.620200,0.430258,left ,0.221478,0.734064,1.000000
999.000000,test,1.000000,13.000000, 3.000000,2.000000,1.000000 ,1.000000,1.000000,1.000000 ,3.000000,2.000000,1.000000 ,s,2119.438800 ,0.457330,1.000000,0.249156,1.000000 ,s,445.794800,s,538.150700 ,fruit,wear,left ,0.611063,0.457330,left ,0.249156,0.711811,1.000000
999.000000,test,1.000000,14.000000, 4.000000,1.000000,2.000000 ,2.000000,2.000000,2.000000 ,4.000000,1.000000,2.000000 ,s,1669.295800 ,0.592286,0.000000,0.682827,0.000000 ,s,1607.114400,s,1422.182400 ,fruit,wear,left ,0.592286,0.445717,left ,0.256815,0.682827,1.000000
999.000000,test,1.000000,15.000000, 4.000000,1.000000,2.000000 ,2.000000,2.000000,2.000000 ,4.000000,1.000000,2.000000 ,s,1434.195900 ,0.540934,1.000000,0.729821,1.000000 ,s,559.160100,k,287.503200 ,fruit,wear,left ,0.540934,0.448255,right ,0.277398,0.729821,1.000000
999.000000,test,1.000000,16.000000, 4.000000,1.000000,2.000000 ,2.000000,2.000000,2.000000 ,4.000000,1.000000,2.000000 ,s,1240.813600 ,0.540918,0.000000,0.750616,0.000000 ,k,296.456300,k,390.550900 ,fruit,wear,right ,0.540918,0.484570,right ,0.283934,0.750616,1.000000
999.000000,test,1.000000,17.000000, 1.000000,1.000000,1.000000 ,4.000000,1.000000,2.000000 ,4.000000,1.000000,2.000000 ,k,2585.456200 ,0.544542,1.000000,0.756619,0.000000 ,k,1681.951300,s,751.560700 ,wear,fruit,left ,0.544542,0.477369,right ,0.257601,0.756619,1.000000
999.000000,test,1.000000,18.000000, 1.000000,1.000000,1.000000 ,4.000000,1.000000,2.000000 ,4.000000,1.000000,2.000000 ,k,1575.121700 ,0.570689,1.000000,0.771136,0.000000 ,k,416.983000,s,342.842100 ,wear,fruit,left ,0.570689,0.471346,right ,0.295908,0.771136,1.000000
999.000000,test,1.000000,19.000000, 2.000000,2.000000,2.000000 ,4.000000,1.000000,2.000000 ,4.000000,1.000000,2.000000 ,k,1334.219800 ,0.589322,0.000000,0.757150,1.000000 ,k,1151.827300,k,1023.644100 ,wear,fruit,right ,0.589322,0.439747,right ,0.302429,0.757150,1.000000
999.000000,test,1.000000,20.000000, 2.000000,2.000000,2.000000 ,4.000000,1.000000,2.000000 ,4.000000,1.000000,2.000000 ,k,1282.958100 ,0.612127,1.000000,0.766242,1.000000 ,k,1430.572700,k,975.983400 ,fruit,wear,right ,0.612127,0.449758,right ,0.300820,0.766242,1.000000
999.000000,test,1.000000,21.000000, 4.000000,1.000000,2.000000 ,2.000000,2.000000,2.000000 ,4.000000,1.000000,2.000000 ,s,1117.578600 ,0.584413,0.000000,0.742369,1.000000 ,s,339.618100,s,375.593300 ,fruit,wear,left ,0.584413,0.458362,left ,0.287243,0.742369,1.000000
999.000000,test,1.000000,22.000000, 3.000000,2.000000,1.000000 ,2.000000,2.000000,2.000000 ,2.000000,2.000000,2.000000 ,k,1168.508900 ,0.479821,0.000000,0.748291,1.000000 ,s,1080.797800,k,335.821800 ,wear,fruit,right ,0.563290,0.479821,left ,0.283240,0.748291,1.000000
999.000000,test,1.000000,23.000000, 2.000000,2.000000,2.000000 ,4.000000,1.000000,2.000000 ,4.000000,1.000000,2.000000 ,k,1192.902900 ,0.603000,0.000000,0.778882,0.000000 ,s,581.372600,s,1150.934000 ,fruit,wear,left ,0.603000,0.492412,left ,0.287689,0.778882,1.000000
999.000000,test,1.000000,24.000000, 3.000000,2.000000,1.000000 ,2.000000,2.000000,2.000000 ,3.000000,2.000000,1.000000 ,s,2114.656000 ,0.493420,1.000000,0.266099,1.000000 ,k,377.492700,s,586.809600 ,wear,fruit,left ,0.606157,0.493420,right ,0.266099,0.805227,1.000000
999.000000,test,1.000000,25.000000, 1.000000,1.000000,1.000000 ,3.000000,2.000000,1.000000 ,3.000000,2.000000,1.000000 ,k,1141.257500 ,0.482971,0.000000,0.306047,0.000000 ,s,375.348900,k,297.647200 ,wear,fruit,right ,0.594550,0.482971,left ,0.306047,0.804796,1.000000
999.000000,test,1.000000,26.000000, 2.000000,2.000000,2.000000 ,4.000000,1.000000,2.000000 ,4.000000,1.000000,2.000000 ,k,1699.811600 ,0.598683,0.000000,0.807151,0.000000 ,k,279.519200,s,280.494200 ,fruit,wear,right ,0.598683,0.509768,left ,0.310341,0.807151,1.000000
999.000000,test,1.000000,27.000000, 3.000000,2.000000,1.000000 ,2.000000,2.000000,2.000000 ,3.000000,2.000000,1.000000 ,s,1410.500400 ,0.490961,1.000000,0.314253,0.000000 ,s,543.479400,k,390.079900 ,wear,fruit,right ,0.576489,0.490961,left ,0.314253,0.804732,1.000000
999.000000,test,1.000000,28.000000, 4.000000,1.000000,2.000000 ,1.000000,1.000000,1.000000 ,4.000000,1.000000,2.000000 ,s,1249.477700 ,0.572640,1.000000,0.843073,1.000000 ,k,307.433500,k,361.101700 ,fruit,wear,right ,0.572640,0.472006,right ,0.341803,0.843073,1.000000
999.000000,test,1.000000,29.000000, 3.000000,2.000000,1.000000 ,1.000000,1.000000,1.000000 ,1.000000,1.000000,1.000000 ,k,1129.677800 ,0.579106,0.000000,0.347275,0.000000 ,k,648.479400,k,288.309300 ,wear,fruit,right ,0.579106,0.477086,right ,0.347275,0.850000,1.000000
999.000000,test,1.000000,30.000000, 2.000000,2.000000,2.000000 ,3.000000,2.000000,1.000000 ,2.000000,2.000000,2.000000 ,s,2083.638000 ,0.453477,0.000000,0.850000,0.000000 ,s,423.431900,s,337.272500 ,fruit,wear,left ,0.580933,0.453477,left ,0.374776,0.850000,1.000000
